Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Gene family description	Ensembl ID (mapped data supplied by Ensembl)
ADAMTS18	ADAMTS21			"ADAM metallopeptidases with thrombospondin type 1 motif"	ENSG00000140873
ADAMTS19			NM_133638	"ADAM metallopeptidases with thrombospondin type 1 motif"	ENSG00000145808
ADAMTS20		GON-1	NM_025003	"ADAM metallopeptidases with thrombospondin type 1 motif"	ENSG00000173157
ADAMTS21~withdrawn					
ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283			ENSG00000178031
ADAMTSL2		KIAA0605	NM_014694		ENSG00000197859
ADAMTSL3		KIAA1233, punctin-2	NM_207517		ENSG00000156218
ADAMTSL4	TSRC1	DKFZP434K1772	NM_019032		ENSG00000143382
ADAMTSL5	THSD6		XM_294919		ENSG00000185761
ADAP1	CENTA1	GCS1L	NM_006869	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000105963
ADAP2	CENTA2		NM_018404	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000184060
ADAR	IFI4, G1P1	ADAR1	NM_001111		ENSG00000160710
ADARB1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	NM_015833		ENSG00000197381
ADARB2		RED2, hRED2, ADAR3	NM_018702		ENSG00000185736
ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1		"ncRNAs / Long non-coding RNAs"	ENSG00000205696
ADAT1			NM_012091		ENSG00000065457
ADAT2	DEADC1	dJ20N2.1, TAD2	XM_059727		ENSG00000189007
ADAT3		TAD3	NM_138422		ENSG00000213638
ADC		ODC-p, ODC1L, KIAA1945			ENSG00000142920
ADCK1		FLJ39600	NM_020421		ENSG00000063761
ADCK2		MGC20727	NM_052853		ENSG00000133597
ADCK3	CABC1	COQ8, SCAR9	NM_020247		ENSG00000163050
ADCK4		FLJ12229, COQ8	NM_024876		ENSG00000123815
ADCK5		FLJ35454	NM_174922		ENSG00000173137
ADCP1					
ADCP2~withdrawn					
ADCR~withdrawn					
ADCY1		AC1	NM_021116		ENSG00000164742
ADCY2		HBAC2, KIAA1060, AC2	NM_020546		ENSG00000078295
ADCY3		AC3			ENSG00000138031
ADCY4		AC4			ENSG00000129467
ADCY5		AC5	XM_171048		ENSG00000173175
ADCY6		AC6	NM_020983		ENSG00000174233
ADCY7		KIAA0037, AC7			ENSG00000121281
ADCY8	ADCY3	HBAC1, AC8			ENSG00000155897
ADCY9		AC9			ENSG00000162104
ADCY10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	NM_018417		ENSG00000143199
ADCYAP1		PACAP	NM_001117		ENSG00000141433
ADCYAP1R1		PAC1, PACAPR, PAC1R	NM_001118		ENSG00000078549
ADD1			NM_014189		ENSG00000087274
ADD2		ADDB	NM_001617		ENSG00000075340
ADD3	ADDL		NM_019903		ENSG00000148700
ADDL~withdrawn					
ADFN					
ADGB	C6orf103	FLJ23121, dJ408K24.1	NM_024694		ENSG00000118492
ADH1A	ADH1		NM_000667	"Alcohol dehydrogenases"	ENSG00000187758
ADH1B	ADH2		NM_000668	"Alcohol dehydrogenases"	ENSG00000196616
ADH1C	ADH3		NM_000669	"Alcohol dehydrogenases"	ENSG00000248144
ADH4		ADH-2	NM_000670	"Alcohol dehydrogenases"	ENSG00000198099
ADH5	FDH	ADH-3, ADHX	NM_000671	"Alcohol dehydrogenases"	ENSG00000197894
ADH5P1~withdrawn				"Alcohol dehydrogenases"	
ADH5P2				"Alcohol dehydrogenases"	ENSG00000232676
ADH5P3				"Alcohol dehydrogenases"	ENSG00000223694
ADH5P4	ADH5B	bA707M13.2	XM_208352	"Alcohol dehydrogenases"	ENSG00000233859
ADH6		ADH-5	NM_000672	"Alcohol dehydrogenases"	ENSG00000172955
ADH7		ADH-4	NM_000673	"Alcohol dehydrogenases"	ENSG00000196344
ADHFE1		ADHFe1, FLJ32430	NM_144650	"Alcohol dehydrogenases"	ENSG00000147576
ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638	NM_018269		ENSG00000182551
ADIG		MGC39724, SMAF1, RP5-1100H13.2	NM_001018082		ENSG00000182035
ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	NM_004797		ENSG00000181092
ADIPOQ-AS1				"ncRNAs / Long non-coding RNAs"	ENSG00000226482
ADIPOR1		PAQR1, ACDCR1	NM_015999		ENSG00000159346
ADIPOR2		PAQR2, ACDCR2	NM_024551		ENSG00000006831
ADIR~withdrawn					
ADK		AK	NM_001123, NM_006721		ENSG00000156110
ADL~withdrawn					
ADM		AM	NM_001124		ENSG00000148926
ADM2		AM2, FLJ21135	NM_024866		ENSG00000128165
ADMLX~withdrawn					
ADMLY~withdrawn					
ADNP		KIAA0784, ADNP1	NM_181442	"Homeoboxes / ZF class"	ENSG00000101126
ADNP2	ZNF508	KIAA0863	NM_014913	"Zinc fingers, C2H2-type", "Homeoboxes / ZF class"	ENSG00000101544
ADO	C10orf22	FLJ14547	NM_032804		ENSG00000181915
ADORA1		RDC7	NM_000674		ENSG00000163485
ADORA2A	ADORA2	RDC8	NM_000675		ENSG00000128271
ADORA2B					ENSG00000170425
ADORA2BP1	ADORA2BP		NG_000843		
ADORA2L1~withdrawn					
ADORA2L2~withdrawn					
ADORA3		AD026	NM_000677, NM_020683		ENSG00000121933
ADPGK		DKFZp434B195, ADP-GK	NM_031284		ENSG00000159322
ADPRH		ARH1	NM_001125		ENSG00000144843
ADPRHL1		ARH2	NM_138430		ENSG00000153531
ADPRHL2		ARH3, FLJ20446	NM_017825		ENSG00000116863
ADRA1A	ADRA1C	ADRA1L1	NM_033303	"Adrenergic receptors / alpha"	ENSG00000120907
ADRA1B				"Adrenergic receptors / alpha"	ENSG00000170214
ADRA1C~withdrawn					
ADRA1D		ADRA1R, ADRA1A, ADRA1	NM_000678	"Adrenergic receptors / alpha"	ENSG00000171873
ADRA2A	ADRA2, ADRA2R	ADRAR	NM_000681	"Adrenergic receptors / alpha"	ENSG00000150594
ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1		"Adrenergic receptors / alpha"	ENSG00000222040
ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	NM_000683	"Adrenergic receptors / alpha"	ENSG00000184160
ADRA2L1~withdrawn					
ADRB1	ADRB1R			"Adrenergic receptors / beta"	ENSG00000043591
ADRB2	ADRB2R	ADRBR, BAR, B2AR	NM_000024	"Adrenergic receptors / beta"	ENSG00000169252
ADRB2RL1~withdrawn					
ADRB3			NM_000025	"Adrenergic receptors / beta"	ENSG00000188778
ADRBK1		GRK2, BARK1	NM_001619	"Adrenergic receptors / beta"	ENSG00000173020
ADRBK2		GRK3, BARK2	NM_005160	"Adrenergic receptors / beta"	ENSG00000100077
ADRM1		GP110, Rpn13, ARM1			ENSG00000130706
ADSL			NM_000026		ENSG00000239900
ADSS			NM_001126		ENSG00000035687
ADSSL1		FLJ38602			ENSG00000185100
ADTAA~withdrawn					
ADTAB~withdrawn					
ADTB1~withdrawn					
ADTB2~withdrawn					
ADTG~withdrawn					
ADTRP	C6orf105	dJ413H6.1, AIG1L	NM_032744		ENSG00000111863
ADT~withdrawn					
AE1~withdrawn					
AE2~withdrawn					
AEBP1		ACLP	NM_001129		ENSG00000106624
AEBP2		MGC17922	NM_153207		ENSG00000139154
AEMK~withdrawn					
AEN	ISG20L1	FLJ12484, FLJ12562	NM_022767		ENSG00000181026
AEPLC~withdrawn					
AES		GRG5, TLE5	NM_198969		ENSG00000104964
AEZ~withdrawn					
AF8T					
AFA					
AFAP1		AFAP-110, AFAP	NM_021638		ENSG00000196526
AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	NM_032654	"ncRNAs / Long non-coding RNAs"	
AFAP1L1		FLJ36748	NM_152406		ENSG00000157510
AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	NM_032550		ENSG00000169129
AFCP~withdrawn					
AFD1					
AFF1	PBM1, MLLT2	AF-4, AF4	NM_005935		ENSG00000172493
AFF2	FMR2	FRAXE	NM_002025		ENSG00000155966
AFF2-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000223516
AFF3	LAF4	MLLT2-like	NM_002285		ENSG00000144218
AFF4		AF5Q31, MCEF	NM_014423		ENSG00000072364
AFG3L1P	AFG3, AFG3L1		NR_003226	"ATPases / AAA-type"	ENSG00000223959
AFG3L2	SCA28		NM_006796	"ATPases / AAA-type"	ENSG00000141385
AFG3L2P1	AFG3L2P				ENSG00000253606
AFG3~withdrawn					
AFM		ALB2, ALBA			ENSG00000079557
AFMID		DKFZp686F03259, KF	XM_058889		ENSG00000183077
AFP	HPAFP	FETA			ENSG00000081051
AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	NM_017657		ENSG00000119844
AGA		ASRG	NM_000027		ENSG00000038002
AGAP1	CENTG2	KIAA1099, GGAP1	NM_014914	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000157985
AGAP1-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000235529
AGAP2	CENTG1		NM_014770	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000135439
AGAP3	CENTG3		NM_031946	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000133612
AGAP4	CTGLF1	Em:AC012044.1, MRIP2	NM_133446	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000188234
AGAP5	CTGLF2	Em:AC073389.1	XM_001132585	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000172650
AGAP6	CTGLF3	bA324H6.1	NM_001077665	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000204149
AGAP7	CTGLF4	bA109G10.1	NM_001077685	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000204169
AGAP8	CTGLF5		NM_001077686	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000174194
AGAP9	CTGLF6	bA301J7.2, FLJ00312	XM_001716810.2	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000198035
AGAP10	CTGLF7	bA144G6.2	XM_001714786.2	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000204172
AGAP11		KIAA1975	NM_133447	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000151303
AGBL1		FLJ32310	NM_152336		ENSG00000166748
AGBL2		FLJ23598	NM_024783		ENSG00000165923
AGBL3		MGC32955	NM_178563		ENSG00000146856
AGBL4		FLJ14442	NM_032785		ENSG00000186094
AGBL4-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000225623
AGBL5		FLJ21839	NM_021831		ENSG00000084693
AGBL5-AS1				"ncRNAs / Long non-coding RNAs"	ENSG00000231636
AGBL5-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000229122
AGER		RAGE	NM_001136		
AGFG1	HRB	RIP, RAB	NM_004504	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000173744
AGFG2	HRBL	RABR	NM_006076	"ADP-ribosylation factor GTPase activating proteins"	ENSG00000106351
AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	NM_018046		ENSG00000164252
AGGF1P1					ENSG00000214273
AGGF1P2			NG_005569		ENSG00000233435
AGGF1P3					ENSG00000241532
AGGF1P4					ENSG00000261689
AGK	MULK	FLJ10842	NM_018238		ENSG00000006530
AGKP1		AGKY1	NG_002810		ENSG00000226555
AGL			NM_000028		ENSG00000162688
AGMAT		FLJ23384	NM_024758		ENSG00000116771
AGMO	TMEM195	FLJ16237			ENSG00000187546
AGMX1~withdrawn					
AGMX2					
AGPAT1		LPAAT-alpha			
AGPAT2	BSCL		NM_006412		ENSG00000169692
AGPAT3		LPAAT-gamma			ENSG00000160216
AGPAT4		LPAAT-delta, dJ473J16.2	NM_020133		ENSG00000026652
AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112	NR_024277	"ncRNAs / Long non-coding RNAs"	
AGPAT5		FLJ11210, LPAAT-e, LPAAT-epsilon	NM_018361		ENSG00000155189
AGPAT5P1					ENSG00000234652
AGPAT6		DKFZp586M1819, LPAAT-zeta	NM_178819		ENSG00000158669
AGPAT9		MGC11324, LPAAT-theta, MAG1, HMFN0839	NM_032717		ENSG00000138678
AGPHD1		LOC123688	NM_001013619		ENSG00000188266
AGPS		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S			ENSG00000018510
AGR2		XAG-2, HAG-2, AG2, PDIA17	NM_006408	"Protein disulfide isomerases"	ENSG00000106541
AGR3		HAG3, hAG-3, BCMP11, PDIA18	NM_176813	"Protein disulfide isomerases"	ENSG00000173467
AGRN		AGRIN	NM_198576	"Proteoglycans / Extracellular Matrix : Other"	ENSG00000188157
AGRP		Agrt, ART, ASIP2			ENSG00000159723
AGS1~withdrawn					
AGS2~withdrawn					
AGS~withdrawn					
AGT	SERPINA8		NM_000029	"Serine (or cysteine) peptidase inhibitors"	ENSG00000135744
AGTBP~withdrawn					
AGTIL~withdrawn					
AGTPBP1		KIAA1035, Nna1	NM_015239		ENSG00000135049
AGTR1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B			ENSG00000144891
AGTR1B~withdrawn					
AGTR2		AT2, MRX88	NM_000686		ENSG00000180772
AGTRAP		ATRAP	NM_020350		ENSG00000177674
AGTRL2~withdrawn					
AGXT	SPAT	AGXT1, PH1, AGT, SPT, AGT1	NM_000030		ENSG00000172482
AGXT2		AGT2	NM_031900		ENSG00000113492
AGXT2L1			NM_031279		ENSG00000164089
AGXT2L2		MGC15875	NM_032921		ENSG00000175309
AHCTF1		ELYS	NM_015446		ENSG00000153207
AHCTF1P1	AHCTF1P	ELYS-like	NG_002622		
AHCY		SAHH	NM_000687		ENSG00000101444
AHCYL1		XPVKONA, IRBIT			ENSG00000168710
AHCYL2		KIAA0828			ENSG00000158467
AHC~withdrawn					
AHDC1		DJ159A19.3, RP1-159A19.1			ENSG00000126705
AHDS~withdrawn					
AHI1		FLJ20069, ORF1, JBTS3	NM_017651		ENSG00000135541
AHNAK		MGC5395	NM_024060		ENSG00000124942
AHNAK2	C14orf78		NM_138420		ENSG00000185567
AHR		bHLHe76	NM_001621	"Basic helix-loop-helix proteins"	ENSG00000106546
AHRR	AHH, AHHR	KIAA1234, bHLHe77	NM_020731	"Basic helix-loop-helix proteins"	ENSG00000063438
AHSA1	C14orf3	p38	NM_012111		ENSG00000100591
AHSA2		DKFZp564C236, Hch1	NM_152392		ENSG00000173209
AHSG		FETUA, A2HS, HSGA	NM_001622		ENSG00000145192
AHSP	ERAF	EDRF	NM_016633		ENSG00000169877
AIC					
AICDA		HIGM2, CDA2, ARP2, AID	NM_020661	"Apolipoprotein B mRNA editing enzymes"	ENSG00000111732
AIDA	C1orf80	FLJ12806	NM_022831		ENSG00000186063
AIED~withdrawn					
AIF1		IRT-1, AIF-1, Em:AF129756.17, IBA1			
AIF1L	C9orf58	IBA2, FLJ12783	NM_031426		ENSG00000126878
AIFM1	PDCD8	AIF			ENSG00000156709
AIFM2	AMID	FLJ14497, PRG3	NM_032797		ENSG00000042286
AIFM3		AIFL, FLJ30473	NM_144704		ENSG00000183773
AIG1		dJ95L4.1, AIG-1, FLJ10485	NM_016108		ENSG00000146416
AIH1~withdrawn					
AIH2~withdrawn					
AIH3					
AIM1		ST4, CRYBG1			ENSG00000112297
AIM1L		CRYBG2, FLJ38020	NM_001039775.2		ENSG00000176092
AIM2		PYHIN4	NM_004833		ENSG00000163568
AIMP1	SCYE1	EMAPII, EMAP-2, p43	NM_004757		ENSG00000164022
AIMP1P1	SCYE1P	bA400P21.1			ENSG00000234187
AIMP1P2					
AIMP2		p38, PRO0992, JTV-1, JTV1	NM_006303		ENSG00000106305
AIP		XAP2, ARA9, FKBP16			ENSG00000110711
AIPL1	LCA4		NM_014336		ENSG00000129221
AIRE	APECED	PGA1, APS1			ENSG00000160224
AIRN		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1		"ncRNAs / Long non-coding RNAs"	
AIS1					
AIS2					
AIS3					
AJAP1		SHREW1, SHREW-1, MOT8	NM_018836		ENSG00000196581
AJUBA	JUB	MGC15563			ENSG00000129474
AK1				"Adenylate kinases"	ENSG00000106992
AK2			NM_001625	"Adenylate kinases"	ENSG00000004455
AK2P1		AK2B	NG_002393		
AK2P2			NG_009660		ENSG00000242272
AK3	AK6, AK3L1	AKL3L1	NM_016282		ENSG00000147853
AK3P2		HsT26053			ENSG00000250115
AK3P3			NG_026542		ENSG00000230042
AK3P4					ENSG00000248722
AK3P5					ENSG00000228816
AK3P6					
AK4	AK3, AK3L1		NM_013410	"Adenylate kinases"	ENSG00000162433
AK4P1	AK3P1		NG_001070		
AK4P2					ENSG00000249410
AK4P3	AK3L2	AK3L2P	NG_007564		ENSG00000233381
AK4P4			NG_021605		ENSG00000223621
AK4P5					ENSG00000217377
AK4P6			NG_022085		ENSG00000235606
AK5			NM_174858	"Adenylate kinases"	ENSG00000154027
AK6~withdrawn				"Adenylate kinases"	
AK7		FLJ32864		"Adenylate kinases"	ENSG00000140057
AK8	C9orf98	FLJ32704	NM_152572	"Adenylate kinases"	ENSG00000165695
AKAP1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43		"A-kinase anchor proteins", "Protein phosphatase 1, regulatory (inhibitor) subunits"	ENSG00000121057
AKAP2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716	NM_001004065	"A-kinase anchor proteins"	ENSG00000241978
AKAP3		FSP95, SOB1, AKAP110, CT82	NM_006422	"A-kinase anchor proteins"	ENSG00000111254
AKAP4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99	NM_003886	"A-kinase anchor proteins"	ENSG00000147081
AKAP5		AKAP75, AKAP79		"A-kinase anchor proteins"	ENSG00000179841
AKAP6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	NM_004274	"A-kinase anchor proteins"	ENSG00000151320
AKAP7		AKAP18, AKAP15		"A-kinase anchor proteins"	ENSG00000118507
AKAP8		AKAP95, DKFZp586B1222	NM_005858	"A-kinase anchor proteins"	ENSG00000105127
AKAP8L		NAKAP95, HAP95	NM_014371		ENSG00000011243
AKAP9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45	NM_005751	"A-kinase anchor proteins", "Protein phosphatase 1, regulatory (inhibitor) subunits"	ENSG00000127914
AKAP10		D-AKAP2, PRKA10, MGC9414	NM_007202	"A-kinase anchor proteins"	ENSG00000108599
AKAP11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44	NM_016248	"A-kinase anchor proteins", "Protein phosphatase 1, regulatory (inhibitor) subunits"	ENSG00000023516
AKAP11-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000226176
AKAP12		AKAP250, SSeCKS		"A-kinase anchor proteins"	ENSG00000131016
AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13	NM_007200	"A-kinase anchor proteins", "Rho guanine nucleotide exchange factors"	ENSG00000170776
AKAP14		AKAP28	NM_178813	"A-kinase anchor proteins"	ENSG00000186471
AKAP16BP	AKAP16B		NG_022632		ENSG00000214992
AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133	NM_005088	"Pseudoautosomal regions / PAR1", "A-kinase anchor proteins"	ENSG00000197976
AKD1	C6orf224, AKD2, C6orf199	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	NM_001145128		ENSG00000155085
AKD2~withdrawn					
AKIP1	C11orf17	BCA3	NM_020642		ENSG00000166452
AKIRIN1	C1orf108	FLJ12666	NM_024595		ENSG00000174574
AKIRIN2	C6orf166	FLJ10342, dJ486L4.2	NM_018064		ENSG00000135334
AKIRIN2-AS1	NCRNA00120	PRO2266	NR_002767	"ncRNAs / Long non-coding RNAs"	ENSG00000224345
AKNA		KIAA1968	NM_030767		ENSG00000106948
AKNAD1	C1orf62	MGC26989	NM_152763		ENSG00000162641
AKR1A1		ALR, DD3	NM_006066	"Aldo-keto reductases"	ENSG00000117448
AKR1B1	ALDR1	AR	NM_001628	"Aldo-keto reductases"	ENSG00000085662
AKR1B1P1	ALDRL1		NG_006432		ENSG00000229991
AKR1B1P2	ALDRP				ENSG00000213452
AKR1B1P3	ALDRL3		NG_007132		
AKR1B1P4	ALDRL4		NG_006989		ENSG00000237876
AKR1B1P5	AKR1B1P		NG_007013		
AKR1B1P6					
AKR1B1P7			NG_009664		
AKR1B1P8			NG_009682		ENSG00000231371
AKR1B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	NM_020299	"Aldo-keto reductases"	ENSG00000198074
AKR1B11~withdrawn				"Aldo-keto reductases"	
AKR1B15				"Aldo-keto reductases"	ENSG00000227471
AKR1C1	DDH1	DDH, MBAB, DD1, HAKRC		"Aldo-keto reductases"	ENSG00000187134
AKR1C2	DDH2	DD, BABP, DD2, HAKRD, MCDR2		"Aldo-keto reductases"	ENSG00000151632
AKR1C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS	NM_003739	"Aldo-keto reductases"	ENSG00000196139
AKR1C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581	NM_001818	"Aldo-keto reductases"	ENSG00000198610
AKR1CL1			XM_291723		ENSG00000196326
AKR1D1	SRD5B1		NM_005989	"Aldo-keto reductases"	ENSG00000122787
AKR1D1P1	SRD5BP1, AKR1D1P		NG_002683		ENSG00000227776
AKR1E2	AKRDC1, AKR1CL2	MGC10612	NM_031436	"Aldo-keto reductases"	ENSG00000165568
AKR7A2		AFAR	NM_003689	"Aldo-keto reductases"	ENSG00000053371
AKR7A2P1		AFARP1			ENSG00000229020
AKR7A3			NM_012067	"Aldo-keto reductases"	ENSG00000162482
AKR7L		AFAR3	NM_201252		ENSG00000211454
AKT1		RAC, PKB, PRKBA, AKT	NM_005163		ENSG00000142208
AKT1S1		PRAS40, MGC2865, Lobe	NM_032375		ENSG00000204673
AKT2			NM_001626		ENSG00000105221
AKT3		PKBG, RAC-gamma, PRKBG	NM_181690		ENSG00000117020
AKT3-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000228939
AKTIP	FTS	FLJ13258	NM_022476	"Ubiquitin-conjugating enzymes E2"	ENSG00000166971
AKU~withdrawn					
ALAD		ALADH, PBGS	NM_001003945		ENSG00000148218
ALAS1	ALAS3, ALAS				ENSG00000023330
ALAS2	ASB		NM_000032		ENSG00000158578
ALAS3~withdrawn					
ALB			NM_000477		ENSG00000163631
ALCAM		CD166, MEMD	NM_001627	"CD molecules"	ENSG00000170017
ALDH1A1	PUMB1, ALDH1	RALDH1		"Aldehyde dehydrogenases"	ENSG00000165092
ALDH1A2		RALDH2		"Aldehyde dehydrogenases"	ENSG00000128918
ALDH1A3	ALDH6	RALDH3		"Aldehyde dehydrogenases"	ENSG00000184254
ALDH1B1	ALDH5	ALDHX		"Aldehyde dehydrogenases"	ENSG00000137124
ALDH1L1	FTHFD	10-fTHF	NM_012190	"Aldehyde dehydrogenases"	ENSG00000144908
ALDH1L1-AS1				"ncRNAs / Long non-coding RNAs"	ENSG00000250218
ALDH1L1-AS2				"ncRNAs / Long non-coding RNAs"	ENSG00000246022
ALDH1L2		FLJ38508, mtFDH	XM_090294	"Aldehyde dehydrogenases"	ENSG00000136010
ALDH2			NM_000690	"Aldehyde dehydrogenases"	ENSG00000111275
ALDH3A1	ALDH3		NM_000691	"Aldehyde dehydrogenases"	ENSG00000108602
ALDH3A2	SLS, ALDH10	FALDH		"Aldehyde dehydrogenases"	ENSG00000072210
ALDH3B1	ALDH7		NM_000694	"Aldehyde dehydrogenases"	ENSG00000006534
ALDH3B2	ALDH8		NM_000695	"Aldehyde dehydrogenases"	ENSG00000132746
ALDH4A1	ALDH4	P5CDh		"Aldehyde dehydrogenases"	ENSG00000159423
ALDH5A1		SSADH, SSDH		"Aldehyde dehydrogenases"	ENSG00000112294
ALDH6A1	MMSDH			"Aldehyde dehydrogenases"	ENSG00000119711
ALDH7A1	ATQ1	EPD, PDE	NM_001182	"Aldehyde dehydrogenases"	ENSG00000164904
ALDH7A1P1	ATQL1			"Aldehyde dehydrogenases"	ENSG00000251400
ALDH7A1P2	ATQL2				ENSG00000232292
ALDH7A1P3	ATQL3				ENSG00000243853
ALDH7A1P4	ATQL4				ENSG00000234489
ALDH8A1		ALDH12		"Aldehyde dehydrogenases"	ENSG00000118514
ALDH9A1	ALDH7, ALDH4, ALDH9	E3		"Aldehyde dehydrogenases"	ENSG00000143149
ALDH16A1		MGC10204	NM_153329	"Aldehyde dehydrogenases"	ENSG00000161618
ALDH18A1	GSAS, PYCS	P5CS	NM_002860	"Aldehyde dehydrogenases"	ENSG00000059573
ALDL1~withdrawn					
ALDOA			NM_000034		ENSG00000149925
ALDOAP1					ENSG00000242849
ALDOAP2					ENSG00000214297
ALDOB					ENSG00000136872
ALDOC					ENSG00000109107
ALDR1~withdrawn					
ALDRL2~withdrawn					
ALDRL5~withdrawn					
ALD~withdrawn					
ALFN1~withdrawn					
ALG1		HMT-1, HMAT1			ENSG00000033011
ALG1L		ALG1L1	NM_001015050		ENSG00000189366
ALG1L2			NM_001136152		ENSG00000254016
ALG2		CDGIi, FLJ14511, hALPG2, NET38	NM_033087		ENSG00000119523
ALG3		NOT56L, Not56, CDGS4, D16Ertd36e	NM_005787		ENSG00000214160
ALG5		bA421P11.2	NM_013338		ENSG00000120697
ALG6			NM_013339		ENSG00000088035
ALG8		MGC2840	NM_024079		ENSG00000159063
ALG9	DIBD1		NM_024740		ENSG00000086848
ALG9-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000254450
ALG10		FLJ14751, DIE2	NM_032834		ENSG00000139133
ALG10B		KCR1			ENSG00000175548
ALG11		KIAA0266	NM_001004127		ENSG00000253710
ALG12		ECM39	NM_024105		ENSG00000182858
ALG13	GLT28D1, CXorf45	MDS031, YGL047W, FLJ23018	NM_018466		ENSG00000101901
ALG13-AS1				"ncRNAs / Long non-coding RNAs"	ENSG00000229487
ALG14		MGC19780	NM_144988		ENSG00000172339
ALK		CD246	NM_004304	"CD molecules"	ENSG00000171094
ALKBH1	ALKBH	hABH, alkB, ABH	NM_006020	"Alkylation repair homologs"	ENSG00000100601
ALKBH2		MGC90512, ABH2	NM_001001655	"Alkylation repair homologs"	ENSG00000189046
ALKBH3		DEPC-1	NM_139178	"Alkylation repair homologs"	ENSG00000166199
ALKBH4		FLJ20013	NM_017621	"Alkylation repair homologs"	ENSG00000160993
ALKBH5	OFOXD1	FLJ20308	NM_017758	"Alkylation repair homologs"	ENSG00000091542
ALKBH6		MGC15677	NM_032878	"Alkylation repair homologs"	ENSG00000239382
ALKBH7	SPATA11	MGC10974	NM_032306	"Alkylation repair homologs"	ENSG00000125652
ALKBH8		MGC10235	NM_138775	"Alkylation repair homologs"	ENSG00000137760
ALLC		ALC			ENSG00000151360
ALMS1		KIAA0328	NM_015120		ENSG00000116127
ALMS1-IT1				"ncRNAs / Long non-coding RNAs"	ENSG00000230002
ALMS1P	ALMS1L		NR_003683		ENSG00000163016
ALOX5		5-LOX		"Arachidonate lipoxygenases"	ENSG00000012779
ALOX5AP		FLAP	NM_001629		ENSG00000132965
ALOX12		12S-LOX		"Arachidonate lipoxygenases"	ENSG00000108839
ALOX12B		12R-LOX		"Arachidonate lipoxygenases"	ENSG00000179477
ALOX12P1	ALOX12P			"Arachidonate lipoxygenases"	
ALOX12P2				"Arachidonate lipoxygenases"	
ALOX15		15-LOX-1		"Arachidonate lipoxygenases"	ENSG00000161905
