Approved Symbol	RefSeq IDs
ATP5G1	NM_005175
ATP5G1P1	NG_002514
ATP5G1P2	NG_002515
ATP5G1P3	NG_022220
ATP5G2	NM_005176
ATP5G2P1	NG_004659
ATP5G2P2	NG_002500
ATP5G3	NM_001689
ATP5H	NM_006356
ATP5HP1	NG_004675
ATP5J	NM_001685
ATP5J2	NM_004889
ATP5J2-PTCD1	NM_001198879.1
ATP5J2P5	NG_005477
ATP5J2P6	NG_005475
ATP5JP1	NG_002918
ATP5L	NM_006476
ATP5L2	NM_001165877
ATP5LP1	NG_004834
ATP5LP2	NG_005040
ATP5LP6	NG_022453
ATP5O	NM_001697
ATP5S	NM_015684
ATP5SL	NM_018035
ATP6AP1	NM_001183
ATP6AP1L	NM_001017971
ATP6AP2	NM_005765
ATP6V1A	NM_001690
ATP6V1B1	NM_001692
ATP6V1B2	NM_001693
ATP6V1C1	NM_001695
ATP6V1C2	NM_144583
ATP6V1D	NM_015994
ATP6V1E1	NM_001696
ATP6V1E1P3	NG_009357
ATP6V1E2	NM_080653
ATP6V1F	NM_004231
ATP6V1G1	NM_004888
ATP6V1G1P1	NG_001019
ATP6V1G1P2	NG_022387
ATP6V1G1P3	NG_021680
ATP6V1G1P4	NG_022168
ATP6V1G1P5	NG_021901
ATP6V1G2	NM_130463
ATP6V1G2-DDX39B	NR_037853.1
ATP6V1G3	NM_133326
ATP6V1H	NM_015941
ATP6V0A1	NM_001130020
ATP6V0A2	NM_012463
ATP6V0A4	NM_020632
ATP6V0B	NM_004047
ATP6V0C	NM_001694
ATP6V0CP1	NG_009542
ATP6V0D1	NM_004691
ATP6V0D2	NM_152565
ATP6V0E1	NM_003945
ATP6V0E2	NM_145230
ATP7A	NM_000052
ATP7B	NM_000053
ATP7BP1	NG_022482
ATP8A1	NM_006095
ATP8A2	NM_016529
ATP8A2P1	NG_025483
ATP8A2P2	NG_028886
ATP8B1	NM_005603
ATP8B2	NM_020452
ATP8B3	NM_138813
ATP8B4	NM_024837
ATP8B5P	NR_003581.1
ATP9A	NM_006045
ATP9B	NM_198531
ATP10A	NM_024490
ATP10B	NM_025153
ATP10D	NM_020453
ATP11A	NM_015205
ATP11B	NM_014616
ATP11C	NM_173694
ATP12A	NM_001676
ATP13A1	NM_020410
ATP13A2	NM_022089
ATP13A3	NM_024524
ATP13A4	NM_032279
ATP13A5	NM_198505
ATPAF1	NM_022745
ATPAF2	NM_145691
ATPBD4	NM_080650
ATPIF1	NM_016311
ATR	NM_001184
ATRIP	NM_130384
ATRN	NM_139321
ATRNL1	XM_049349
ATRX	NM_000489
ATXN1	NM_000332
ATXN1L	NM_001137675.2
ATXN2	NM_002973
ATXN2L	NM_007245
ATXN3	NM_004993
ATXN3L	NM_001135995
ATXN7	NM_000333
ATXN7L2	NM_153340
ATXN7L3B	NM_001136262
ATXN8OS	NR_002717
ATXN10	NM_013236
AUP1	NM_181575
AURKA	NM_003600
AURKAIP1	NM_017900
AURKB	NM_004217
AURKC	NM_003160
AVEN	NM_020371
AVIL	NM_006576
AVL9	NM_015060
AVP	NM_000490
AVPI1	NM_021732
AVPR1B	NM_000707
AWAT1	NM_001013579
AWAT2	NM_001002254
AXDND1	NM_144696
AXIN2	NM_004655
AZGP1	NM_001185
AZGP1P2	NG_008494
AZI1	NM_014984
AZI2	NM_203326
AZU1	NM_001700
B2M	NM_004048
B3GALNT1	NM_033167
B3GALNT2	NM_152490
B3GALT1	NM_020981
B3GALT2	NM_003783
B3GALT5	NM_033170
B3GALT6	NM_080605
B3GALTL	NM_194318
B3GAT1	NM_018644
B3GAT2	NM_080742
B3GAT3	NM_012200
B3GAT3P1	NG_005351
B3GNT1	NM_006876
B3GNT2	NM_006577
B3GNT3	NM_014256
B3GNT4	NM_030765
B3GNT5	NM_032047
B3GNT6	NM_138706
B3GNT8	NM_198540
B3GNT9	NM_033309
B3GNTL1	NM_001009905
B4GALNT1	NM_001478
B4GALNT2	NM_153446
B4GALNT3	NM_173593
B4GALNT4	NM_178537
B4GALT1	NM_001497
B4GALT2	NM_003780
B4GALT3	NM_003779
B4GALT4	NM_003778
B4GALT5	NM_004776
B4GALT6	NM_004775
B4GALT7	NM_007255
B9D1	NM_015681
B9D2	NM_030578
BABAM1	NM_014173
BACE1-AS	NR_037803
BACH1	NM_206866
BACH2	NM_021813
BAD	NM_032989
BAG1	NM_004323
BAG3	NM_004281
BAG4	NM_004874
BAG6	NM_080703
BAGE	NM_001187
BAGE2	NM_182482
BAGE3	NM_182481
BAGE4	NM_181704
BAGE5	NM_182484
BAHCC1	XM_371084
BAHD1	NM_014952
BAI2	NM_001703
BAIAP2L1	NM_018842
BAIAP2L2	NM_025045
BAK1	NM_001188
BAK1P1	NG_000850
BAK1P2	NG_005599
BAMBI	NM_012342
BANF1	NM_003860
BANF2	NM_178477
BANK1	NM_017935
BANP	NM_017869
BARD1	NM_000465
BARX2	NM_003658
BASP1P1	NR_033774
BATF	NM_006399
BATF2	NM_138456
BATF3	NM_018664
BAX	NM_138763
BAZ1B	NM_032408
BAZ2A	NM_013449
BBC3	NM_014417
BBIP1	NR_015402
BBOX1	NM_003986
BBS2	NM_031885
BBS4	NM_033028
BBS5	NM_152384
BBS10	NM_024685
BBS12	NM_152618
BBX	NM_020235
BCAM	NM_005581
BCAN	NM_021948
BCAP29	NM_018844
BCAP31	NM_005745
BCAR1	NM_014567
BCAS1	NM_003657
BCAS2	NM_005872
BCAS3	NM_017679
BCAS4	NM_017843
BCAT1	NM_005504
BCDIN3D	NM_181708
BCKDHA	NM_000709
BCKDHB	NM_000056
BCKDK	NM_005881
BCL2	NM_000633, NM_000657
BCL2A1	NM_004049
BCL2L1	NM_138578
BCL2L2	NM_004050
BCL2L12	NM_052842
BCL2L13	NM_015367
BCL2L14	NM_030766
BCL2L15	NM_001010922
BCL3	NM_005178
BCL6	NM_138931
BCL6B	NM_181844
BCL7B	NM_001707
BCL7C	NM_004765
BCL9	NM_004326
BCL9L	NM_182557
BCL10	NM_003921
BCL11A	NM_022893
BCL11B	NM_138576
BCLAF1	NM_014739
BCMO1	NM_017429
BCO2	NM_001037290
BCOR	NM_017745
BCORL1	NM_021946
BCORP1	NM_173700
BCR	NM_004327
BCRP1	NG_009423
BCRP2	NG_007131
BCRP4	NG_000002
BCRP5	NG_009418
BCRP6	NG_009421
BCRP7	NG_009420
BCS1L	NM_004328
BCYRN1	NR_001568
BCYRN1P3	NG_005375
BDH1	NM_004051
BDH2	NM_020139
BDNF	NM_170735
BDNF-AS1	NR_002832
BDP1	NM_018429
BEAN1	NM_001136106
BECN1	NM_003766
BEGAIN	NM_020836
BEND2	NM_153346
BEND3	NM_020913
BEND4	NM_207406
BEND5	NM_024603
BEND6	NM_152731
BEND7	NM_152751
BEST1	NM_004183
BEST2	NM_017682
BEST3	NM_152439
BEST4	NM_153274
BET1	NM_005868
BET1L	NM_016526
BET3L	XM_166322
BEX1	NM_018476
BEX2	NM_032621
BEX4	XM_043653
BEX5	XM_291335
BFAR	NM_016561
BGLAP	NM_199173
BGN	NM_001711
BHLHA9	XM_001125971
BHLHA15	NM_177455
BHLHB9	NM_030639
BHLHE22	NM_152414
BHLHE23	NM_080606
BHLHE40	NM_003670
BHLHE41	NM_030762
BHMT	NM_001713
BHMT2	NM_017614
BICC1	NM_025044
BICD1	NM_001714
BICD2	NM_015250
BID	NM_197966
BIK	NM_001197
BIN1	NM_139343
BIRC2	NM_001166
BIRC3	NM_001165
BIRC5	NM_001168
BIRC6	NM_016252
BIRC7	NM_139317
BIRC8	NM_033341
BLCAP	NM_006698
BLID	NM_001001786
BLMH	NM_000386
BLNK	NM_013314
BLOC1S1	NM_001487
BLOC1S2	NM_173809
BLOC1S3	NM_212550
BLVRA	NM_000712
BLZF1	NM_003666
BMF	NM_033503
BMI1	NM_005180
BMP1	NM_006132
BMP2K	NM_017593
BMP2KL	XM_293293
BMP4	NM_001202
BMP6	NM_001718
BMP8A	NM_181809
BMP8B	NM_001720
BMP10	NM_014482
BMP15	NM_005448
BMPER	NM_133468
BMPR1A	NM_004329
BMPR1B	NM_001203
BMPR2	NM_001204
BMS1	NM_014753
BMX	NM_001721
BNC1	NM_001717
BNC2	NM_017637
BNIP1	NM_013979
BNIP2	NM_004330
BNIP3L	NM_004331
BNIP3P2	NG_027406
BNIP3P3	NG_026278
BNIP3P4	NG_021623
BNIP3P5	NG_025378
BNIP3P6	NG_022850
BNIPL	NM_138279
BOC	NM_033254
BOD1	NM_138369
BOD1L	NM_148894
BOK	NM_032515
BOK-AS1	NR_033346
BOLA1	NM_016074
BOLA2	NM_001031827
BOLA2B	NM_001039182
BOLA3	NM_212552
BOLA3-AS1	XR_109947
BOLL	NM_033030
BOP1	NM_015201
BORA	NM_024808
BPESC1	NR_026783
BPGM	NM_001724
BPI	NM_001725
BPIFA1	NM_130852
BPIFA2	NM_080574
BPIFA3	NM_178466
BPIFA4P	NR_026760
BPIFB1	NM_033197
BPIFB2	NM_025227
BPIFB3	NM_182658
BPIFB4	NM_182519
BPIFB5P	NG_027787
BPIFB6	NM_174897
BPIFC	NM_174932
BPNT1	NM_006085
BPTF	NM_182641, NM_004459
BPY2	NM_004678
BPY2B	NM_001002760
BPY2C	NM_001002761
BRAF	NM_004333
BRAFP1	NG_003108
BRAT1	NM_152743
BRCA1P1	NG_003183
BRCA2	NM_000059
BRCC3	NM_024332
BRD1	NM_014577
BRD3	NM_007371
BRD4	NM_058243
BRD7	NM_013263
BRD7P3	NR_002730
BRD8	NM_006696
BRD9	NM_023924
BRDT	NM_207189
BRF2	NM_018310
BRI3	NM_015379
BRI3BP	NM_080626
BRI3P1	NG_009718
BRIP1	NM_032043
BRIX1	NM_018321
BRK1	NM_018462
BRMS1	NM_015399
BRMS1L	NM_032352
BROX	NM_144695
BRP44	NM_015415
BRP44L	NM_016098
BRPF1	NM_001003694
BRPF3	NM_015695
BRS3	NM_001727
BRSK1	NM_032430
BRSK2	NM_003957
BRWD1	NM_033656
BRWD3	NM_153252
BSCL2	NM_032667
BSDC1	NM_018045
BSG	NM_001728
BSN	NM_003458
BSN-AS2	NR_038866
BSND	NM_057176
BSPH1	NM_001128326
BSPRY	NM_017688
BST1	NM_004334
BST2	NM_004335
BSX	NM_001098169
BTAF1	NM_003972
BTBD8	NM_183242
BTBD9	NM_152733
BTBD10	NM_032320
BTBD11	NM_152322
BTBD16	NM_144587
BTBD18	NM_001145101
BTBD19	NM_001136537
BTD	NM_000060
BTF3	NM_001207
BTF3L4	NM_152265
BTF3L4P3	NG_030609
BTF3P1	NG_001086
BTF3P2	NG_002470
BTF3P6	NG_023442
BTF3P11	NR_026983
BTF3P12	NG_005366
BTF3P13	NG_006070
BTG2	NM_006763
BTG3	NM_006806
BTK	NM_000061
BTLA	NM_181780
BTN1A1	NM_001732
BTN2A1	NM_007049
BTN2A3P	NR_027795
BTN3A3	NM_006994
BTNL3	NM_197975
BTNL8	NM_024850
BTNL9	NM_152547
BTRC	NM_033637
BUB1	NM_004336
BUD13	NM_032725
BUD31	NM_003910
BVES	NM_147147
BVES-AS1	NR_037157
BZRAP1	NM_004758
BZW1	NM_014670
BZW1P1	NG_008827
BZW1P2	NG_022890
BZW2	NM_014038
C1D	NM_006333
C1DP1	NG_005140
C1DP2	XM_926027
C1GALT1	NM_020156
C1GALT1C1	NM_152692
C1orf9	NM_016227
C1orf21	NM_030806
C1orf27	NM_017847
C1orf31	NM_001012985
C1orf35	NM_024319
C1orf38	NM_004848
C1orf43	NM_015449
C1orf49	NM_032126
C1orf50	NM_024097
C1orf51	NM_144697
C1orf52	NM_198077
C1orf53	NM_001024594
C1orf54	NM_024579
C1orf55	NM_152608
C1orf56	NM_017860
C1orf61	NM_006365
C1orf63	NM_020317
C1orf64	NM_178840
C1orf65	NM_152610
C1orf68	NM_001024679
C1orf74	NM_152485
C1orf81	XR_041455
C1orf85	NM_144580
C1orf86	NM_182533
C1orf87	NM_152377
C1orf88	NM_181643
C1orf94	NM_032884
C1orf95	NM_001003665
C1orf96	NM_145257
C1orf100	NM_001012970
C1orf101	NM_173807
C1orf105	NM_139240
C1orf106	NM_018265
C1orf109	NM_017850
C1orf110	NM_178550
C1orf111	NM_182581
C1orf112	NM_018186
C1orf114	NM_021179
C1orf115	NM_024709
C1orf116	NM_024115
C1orf122	NM_198446
C1orf123	NM_017887
C1orf124	NM_032018
C1orf126	NM_182534
C1orf127	NM_173507
C1orf129	NM_025063
C1orf130	NM_001010980
C1orf131	NM_152379
C1orf133	XM_001134414
C1orf135	NM_024037
C1orf137	NM_001013643
C1orf141	NM_001013674
C1orf143	XM_496434
C1orf144	NM_015609
C1orf146	NM_001012425
C1orf150	NM_145278
C1orf158	NM_152290
C1orf159	NM_017891
C1orf162	NM_174896
C1orf168	NM_001004303
C1orf172	NM_152365
C1orf173	NM_001002912
C1orf174	NM_207356
C1orf177	NM_152607
C1orf180	NM_173820
C1orf182	NM_144627
C1orf185	XM_209252
C1orf186	NM_001007544
C1orf187	NM_198545
C1orf189	NM_001010979
C1orf192	NM_001013625
C1orf194	NM_001122961
C1orf198	NM_032800
C1orf200	NM_001045478
C1orf201	NM_178122
C1orf210	NM_182517
C1orf212	NM_138428
C1orf213	NM_138479
C1orf216	NM_152374
C1orf220	NM_207467
C1orf222	NM_001003808
C1orf226	NM_001085375
C1orf227	NM_001024601
C1orf228	NM_001145636
C1orf229	NM_207401
C1orf233	NM_001242659
C1QA	NM_015991
C1QB	NM_000491
C1QBP	NM_001212
C1QC	NM_172369
C1QL1	NM_006688
C1QL2	NM_182528
C1QL3	XM_372305
C1QL4	NM_001008223
C1QTNF1	NM_030968
C1QTNF3	NM_030945
C1QTNF4	NM_031909
C1QTNF5	NM_015645
C1QTNF6	NM_182486
C1QTNF8	XM_372606
C1QTNF9	NM_178540
C1QTNF9B	NM_001007537
C1RL	NM_016546
C1S	NM_001734
C2CD2	NM_015500
C2CD2L	NM_014807
C2CD3	NM_015531
C2CD4A	NM_207322
C2CD4B	NM_001007595
C2CD4C	XM_065166
C2CD4D	NM_001136003
C2orf15	NM_144706
C2orf16	NM_032266
C2orf18	NM_017877
C2orf27A	NM_013310
C2orf27B	NM_214461
C2orf28	NM_016085
C2orf29	NM_017546
C2orf40	NM_032411
C2orf42	NM_017880
C2orf43	NM_021925
C2orf44	NM_025203
C2orf47	NM_024520
C2orf48	NM_182626
C2orf49	NM_024093
C2orf50	NM_182500
C2orf51	NM_152670
C2orf53	NM_178553
C2orf54	NM_024861, NM_001085437
C2orf55	NM_207362
C2orf56	NM_144736
C2orf57	NM_152614
C2orf61	NM_173649
C2orf62	NM_198559
C2orf63	NM_152385
C2orf65	NM_138804
C2orf66	NM_213608
C2orf68	NM_001013649
C2orf69	NM_153689
C2orf70	NM_001105519
C2orf71	NM_001029883
C2orf72	XM_001132119
C2orf73	NM_001100396
C2orf74	XM_291016
C2orf76	NM_001017927
C2orf77	NM_001085447
C2orf78	NM_001080474
C2orf80	NM_001099334
C2orf81	XM_371503
C2orf82	NM_206895
C2orf83	NM_020161
C2orf84	NM_001040710
C2orf88	NM_032321
C2orf89	NM_001080824
C2orf90	NM_001013662
C2orf91	NM_001242815
C3	NM_000064
C3orf14	NM_020685
C3orf15	NM_033364
C3orf17	NM_015412
C3orf18	NM_016210
C3orf19	NM_016474
C3orf20	NM_032137
C3orf22	NM_152533
C3orf23	NM_173826
C3orf24	NM_173472
C3orf25	NM_207307
C3orf26	NM_032359
C3orf27	NM_007354
C3orf30	NM_152539
C3orf32	NM_015931
C3orf33	NM_173657
C3orf35	NM_178338
C3orf36	NM_025041
C3orf37	NM_020187
C3orf38	NM_173824
C3orf39	NM_032806
C3orf43	XM_173087
C3orf45	NM_153215
C3orf51	NR_024615
C3orf52	NM_024616
C3orf55	XM_496664
C3orf56	NM_001007534
C3orf58	NM_173552
C3orf62	NM_198562
C3orf64	NM_173654
C3orf67	NM_198463
C3orf70	NM_001025266
C3orf71	NM_001123040
C3orf72	NM_001040061
C3orf74	NM_001123039
C3orf75	NM_017713
C3orf77	NM_001145030
C3orf78	NM_001124767
C3orf79	NM_001101337
C3P1	NR_027300
C4A	NM_007293
C4B	NM_001002029
C4BPAP1	NG_006475
C4BPAP2	NG_002761
C4BPB	NM_000716
C4orf3	NM_001001701
C4orf6	NM_005750
C4orf17	NM_032149
C4orf19	NM_018302
C4orf21	NM_018392
C4orf22	NM_152770
C4orf26	NM_178497
C4orf27	NM_017867
C4orf29	NM_001039717
C4orf32	NM_152400
C4orf33	NM_173487
C4orf34	NM_174921
C4orf36	NM_144645
C4orf37	NM_174952
C4orf40	NM_214711
C4orf45	NM_152543
C4orf46	NM_001008393
C4orf47	NM_001114357
C4orf48	NM_001141936
C4orf49	NM_032623
C4orf50	NM_207405
C4orf51	NM_001080531
C4orf52	NM_001145432
C5	NM_001735
C5AR1	NM_001736
C5orf4	NM_032385
C5orf15	NM_020199
C5orf17	NM_173668
C5orf20	NM_130848
C5orf22	NM_018356
C5orf24	NM_152409
C5orf25	NM_198567
C5orf27	NM_175616
C5orf28	NM_022483
C5orf30	NM_033211
C5orf34	NM_198566
C5orf38	NM_178569
C5orf42	NM_023073
C5orf43	NM_001048249
C5orf44	NM_024941
C5orf45	NM_016175
C5orf46	NM_206966
C5orf47	NM_001144954
C5orf48	NM_207408
C5orf49	NM_001089584
C5orf50	XM_928062
C5orf51	NM_175921
C5orf52	NM_001145132
C5orf54	NM_022090
C5orf55	NM_138464
C5orf56	NM_001013717
C5orf58	NM_001102609
C5orf60	NM_001142306
C5orf62	NM_032947
C5orf63	NM_001164478
C5orf64	NM_173667
C5orf65	NM_001161546
C6orf1	NM_178508
C6orf7	NM_001243308
C6orf10	NM_006781
C6orf15	NM_014070
C6orf25	NM_138272
C6orf47	NM_021184
C6orf48	NM_001040437
C6orf52	NM_001145020
C6orf57	NM_145267
C6orf58	NM_001010905
C6orf62	NM_030939
C6orf70	NM_018341
C6orf72	NM_138785
C6orf89	NM_152734
C6orf97	NM_025059
C6orf99	NM_001195032
C6orf106	NM_022758
C6orf108	NM_006443
C6orf118	NM_144980
C6orf120	NM_001029863
C6orf123	NM_014356
C6orf130	NM_145063
C6orf132	NM_001164446
C6orf136	NM_145029
C6orf141	NM_153344
C6orf147	NR_027005
C6orf162	NM_020425
C6orf163	NM_001010868
C6orf164	NM_022084
C6orf165	NM_178823
C6orf170	NM_152730
C6orf195	NM_152554
C6orf201	NM_001085401
C6orf203	NM_016487
C6orf211	NM_024573
C6orf221	NM_001017361
C6orf222	NM_001010903
C6orf223	NM_153246
C6orf225	NM_001033564
C6orf226	NM_001008739
C6orf228	NM_001135575
C7orf10	NM_024728
C7orf13	NR_026865
C7orf23	NM_024315
C7orf25	NM_024054
C7orf26	NM_024067
C7orf29	NM_138434
C7orf31	NM_138811
C7orf33	NM_145304
C7orf34	NM_178829
C7orf41	NM_152793
C7orf42	NM_017994
C7orf43	NM_018275
C7orf44	NM_018224
C7orf45	NM_145268
C7orf46	NM_199136
C7orf49	NM_024033
C7orf50	NM_032350
C7orf53	NM_182597
C7orf55	NM_197964
C7orf57	NM_001100159
C7orf58	NM_024913
C7orf59	NM_001008395
C7orf60	NM_152556
C7orf61	NM_001004323
C7orf62	NM_152706
C7orf63	NM_001039706
C7orf65	NM_001123065
C7orf66	NM_001024607
C7orf69	NM_025031
C7orf70	NM_001037163
C7orf71	NM_001145531
C7orf72	NM_001161834
C7orf73	NM_001130929
C8A	NM_000562
C8orf12	NR_026814
C8orf17	NM_020237
C8orf31	NM_173687
C8orf33	NM_023080
C8orf34	NM_052958
C8orf37	NM_177965
C8orf38	NM_152416
C8orf39	NM_018608
C8orf40	NM_138436
C8orf42	NM_175075
C8orf44	NM_019607
C8orf45	NM_173518
C8orf46	NM_152765
C8orf47	NM_173549
C8orf48	NM_001007090
C8orf51	NM_024035
C8orf55	NM_016647
C8orf58	NM_001013842
C8orf71	NM_015643
C8orf73	NM_001100878
C8orf76	NM_032847
C8orf77	NM_178535
C8orf78	NM_182525
C8orf80	NM_001010906
C8orf82	NM_001001795
C8orf83	NR_015339
C8orf84	NM_153225
C8orf85	NM_001025357
C8orf86	NM_207412
C8orf87	NM_001242668
C9orf3	NM_032823
C9orf9	NM_018956
C9orf11	NM_020641
C9orf16	NM_024112
C9orf24	NM_147169
C9orf37	NM_032937
C9orf38	NM_014126
C9orf40	NM_017998
C9orf41	NM_152420
C9orf43	NM_152786
C9orf46	NM_018465
C9orf47	NM_182599
C9orf50	NM_199350
C9orf53	NM_016349
C9orf57	XM_059954
C9orf62	NM_173520
C9orf64	NM_032307
C9orf66	NM_152569
C9orf68	NM_017985
C9orf69	NM_152833
C9orf71	NM_153237
C9orf72	NM_018325
C9orf78	NM_016520
C9orf79	NM_178828
C9orf80	NM_021218
C9orf82	NM_024828
C9orf84	NM_173521
C9orf85	NM_182505
C9orf86	NM_024718
C9orf89	NM_032310
C9orf91	NM_153045
C9orf93	NM_173550
C9orf95	NM_017881
C9orf100	NM_032818
C9orf114	NM_016390
C9orf116	NM_144654
C9orf123	XM_372075
C9orf125	NM_032342
C9orf128	NM_001012446
C9orf131	NM_203299
C9orf135	NM_001010940
C9orf139	NM_207511
C9orf141	XM_117514
C9orf142	NM_183241
C9orf147	XR_079257
C9orf148	XM_379667
C9orf152	XM_376899
C9orf153	XM_372123
C9orf156	NM_016481
C9orf163	NM_152571
C9orf167	NM_017723
C9orf169	NM_199001
C9orf170	NM_001001709
C9orf171	NM_207417
C9orf172	NM_001080482
C9orf173	NM_001004353
C9orf174	NM_020893
C10orf2	NM_021830
C10orf10	NM_007021
C10orf11	NM_032024
C10orf12	NM_015652
C10orf25	NM_145022
C10orf26	NM_017787
C10orf27	NM_152710
C10orf28	NM_014472
C10orf32	NM_144591
C10orf35	NM_145306
C10orf46	NM_153810
C10orf47	NM_153256
C10orf52	XM_928603
C10orf53	NM_182554
C10orf54	NM_022153
C10orf57	NM_025125
C10orf67	NM_153714
C10orf68	NM_024688
C10orf71	NM_199459
C10orf76	NM_024541
C10orf81	NM_024889
C10orf82	NM_144661
C10orf88	NM_024942
C10orf90	XM_061055
C10orf91	NM_173541
C10orf95	NM_024886
C10orf96	NM_198515
C10orf99	XM_370566
C10orf107	NM_173554
C10orf111	NM_153244
C10orf112	XM_295865
C10orf113	XM_373449
C10orf115	XM_370536
C10orf116	NM_006829
C10orf118	NM_018017
C10orf120	XM_374835
C10orf122	XM_370582
C10orf125	NM_198472
C10orf126	NM_173577
C10orf128	XM_096316
C10orf131	NM_001098847
C10orf135	XM_291771
C10orf136	XM_926383
C10orf137	NM_015608
C10orf140	NM_207371
C11orf1	NM_022761
C11orf2	NM_013265
C11orf9	NM_013279
C11orf10	NM_014206
C11orf16	NM_020643
C11orf20	NM_001039496
C11orf24	NM_022338
C11orf30	NM_020193
C11orf31	NM_170746
C11orf34	XM_370657
C11orf35	NM_173573
C11orf36	NM_173590
C11orf39	NM_207432
C11orf40	NM_144663
C11orf41	NM_012194
C11orf42	NM_173525
C11orf44	NM_173580
C11orf45	NM_145013
C11orf46	NM_152316
C11orf48	NM_024099
C11orf49	NM_024113
C11orf51	NM_014042
C11orf52	NM_080659
C11orf53	NM_198498
C11orf54	NM_014039
C11orf57	NM_018195
C11orf58	NM_014267
C11orf63	NM_024806
C11orf65	NM_152587
C11orf67	NM_024684
C11orf68	NM_031450
C11orf70	NM_032930
C11orf71	NM_019021
C11orf72	NM_173578
C11orf73	NM_016401
C11orf74	NM_138787
C11orf75	NM_020179
C11orf80	NM_024650
C11orf82	NM_145018
C11orf83	NM_001085372
C11orf84	NM_138471
C11orf85	NM_001037225
C11orf86	XM_001129415
C11orf87	NM_207645
C11orf88	NM_001100388
C11orf91	XM_001717207
C11orf92	NM_207429
C11orf93	NM_001136105
C11orf94	NM_001080446
C11orf95	NM_001144936
C12orf5	NM_020375
C12orf12	NM_152638
C12orf23	NM_152261
C12orf26	NM_032230
C12orf28	NM_182530
C12orf29	NM_001009894
C12orf32	NM_031465
C12orf33	XM_498463
C12orf34	NM_032829
C12orf35	NM_018169
C12orf36	NM_182558
C12orf37	XM_499569
C12orf39	NM_030572
C12orf40	NM_173599
C12orf42	NM_198521
C12orf43	NM_022895
C12orf44	NM_021934
C12orf45	NM_152318
C12orf47	NM_016534
C12orf49	NM_024738
C12orf50	NM_152589
C12orf51	NM_173813
C12orf52	NM_032848
C12orf53	NM_153685
C12orf54	NM_152319
C12orf56	XM_056680
C12orf57	NM_138425
C12orf59	NM_153022
C12orf60	NM_175874
C12orf61	NM_175895
C12orf63	NM_198520
C12orf65	NM_152269
C12orf66	NM_152440
C12orf68	NM_001013635
C12orf69	NM_001013698
C12orf70	XM_292021
C12orf71	NM_001080406
C12orf73	NM_001135570
C12orf74	NM_001037671
C12orf75	NM_001145199
C12orf76	NM_207435
C12orf77	NM_001101339
C13orf33	NM_032849
C13orf35	NM_207440
C14orf23	XM_370758
C14orf38	XM_001726950
C14orf39	NM_174978
C14orf45	NM_025057
C14orf49	NM_152592
C14orf63	XM_096753
C14orf74	XM_172916
C14orf119	NM_017924
C14orf133	NM_022067
C14orf149	NM_144581
C14orf157	NM_025100
C14orf159	NM_024952
C14orf162	NM_020181
C14orf166	NM_016039
C14orf166B	NM_194287
C14orf169	NM_024644
C14orf176	XM_926711
C14orf177	NM_182560
C14orf178	NM_174943
C14orf180	NM_001008404
C14orf182	NM_001012706
C14orf183	NM_001014830
C15orf2	NM_018958
C15orf24	NM_020154
C15orf26	NM_173528
C15orf27	NM_152335
C15orf29	NM_024713
C15orf32	NM_153040
C15orf33	NM_152647
C15orf34	NM_025005
C15orf37	NM_175898
C15orf38	NM_182616
C15orf38-AP3S2	NM_001199058.1
C15orf39	NM_015492
C15orf40	NM_144597
C15orf41	NM_032499
C15orf42	NM_152259
C15orf43	NM_152448
C15orf44	NM_030800
C15orf48	NM_032413
C15orf52	NM_207380
C15orf53	NM_207444
C15orf55	NM_175741
C15orf56	NM_001039905
C15orf57	NM_052849
C15orf58	NM_001013657
C15orf59	NM_001039614
C15orf60	NM_001042367
C15orf61	XM_096885
C15orf62	NM_001130448
C15orf63	NM_016400
C16orf5	NM_013399
C16orf11	NM_145270
C16orf13	NM_001040160
C16orf42	NM_001001410
C16orf45	NM_033201
C16orf46	NM_152337
C16orf47	NM_207385
C16orf48	NM_032140
C16orf52	NM_001164579
C16orf53	NM_024516
C16orf54	NM_175900
C16orf55	NM_153025
C16orf57	NM_024598
C16orf58	NM_022744
C16orf59	NM_025108
C16orf62	NM_020314
C16orf70	NM_025187
C16orf71	NM_139170
C16orf72	NM_014117
C16orf73	NM_152764
C16orf74	NM_206967
C16orf78	NM_144602
C16orf79	NM_182563
C16orf80	NM_013242
C16orf82	NM_182831
C16orf85	NM_001001682
C16orf86	NM_001012984
C16orf87	NM_001001436
C16orf88	NM_001012991
C16orf89	NM_152459
C16orf90	NM_001080524
C16orf91	NM_001010878
C16orf92	NM_001109659
C16orf93	NM_001014979
C16orf95	NM_001195124
C17orf28	NM_030630
C17orf39	NM_024052
C17orf47	NM_001038704
C17orf48	NM_020233
C17orf49	NM_174893
C17orf50	NM_145272
C17orf52	XM_211291
C17orf53	NM_024032
C17orf56	NM_144679
C17orf57	NM_152347
C17orf58	NM_181656
C17orf59	NM_017622
C17orf61	NM_152766
C17orf62	NM_001033046
C17orf63	NM_018182
C17orf64	NM_181707
C17orf65	NM_178542
C17orf66	NM_152781
C17orf69	NM_152466
C17orf70	NM_025161
C17orf74	NM_175734
C17orf75	NM_022344
C17orf76-AS1	NR_027160
C17orf77	NM_152460
C17orf78	NM_173625
C17orf79	NM_018405
C17orf80	NM_017941
C17orf81	NM_015362
C17orf82	NM_203425
C17orf85	NM_018553
